경찰청대분류,경찰청세분류,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
울산지방경찰청,울산동부,55,1,59,25,0,26,16,0,16,13,0,13,22,0,24,22,0,31,176,1,230,84,0,118,61,0,72,7,0,12,4,0,4,1,0,1,1,0,1,6,0,6,9,0,10,-,-,-,-,-,-
울산지방경찰청,울산울주,40,1,41,13,1,13,8,0,8,7,0,7,45,0,45,65,0,106,225,1,346,119,1,240,45,0,52,5,0,10,38,3,48,-,-,-,2,1,1,9,1,8,4,0,4,1,0,2,-,-,-
울산지방경찰청,울산북부,57,0,60,15,0,17,6,0,6,14,0,16,22,1,21,29,0,51,371,1,592,171,6,338,66,0,90,10,0,10,16,0,22,1,0,1,3,1,2,8,0,10,14,1,13,1,0,1,-,-,-
세종지방경찰청,세종북부,14,0,14,7,1,6,1,0,1,3,0,4,21,0,23,12,0,19,64,2,86,39,0,77,61,0,84,4,0,4,3,1,2,1,0,2,1,1,0,1,0,1,1,0,1,1,0,1,-,-,-
세종지방경찰청,세종남부,46,2,50,5,0,5,2,0,2,20,0,22,48,1,54,24,0,36,266,3,400,102,1,183,137,1,197,11,0,12,12,2,15,-,-,-,2,1,1,11,1,10,6,0,6,1,0,3,-,-,-
경기남부지방경찰청,수원중부,79,2,84,26,1,26,48,0,48,15,0,17,215,1,222,57,0,90,237,1,346,220,0,370,601,1,836,27,0,38,11,2,13,-,-,-,1,0,1,56,0,61,5,0,5,-,-,-,-,-,-
경기남부지방경찰청,성남수정,56,1,56,11,0,11,10,0,10,14,0,14,118,0,123,23,0,37,206,1,291,124,0,196,346,0,477,22,0,24,6,2,4,-,-,-,-,-,-,31,1,33,1,0,1,-,-,-,-,-,-
경기남부지방경찰청,평택,166,9,176,49,2,47,10,0,10,53,0,60,278,4,282,149,2,270,"1,123",11,"1,733",510,5,890,861,6,"1,277",76,0,106,40,6,41,2,0,2,8,1,7,30,2,30,23,1,23,3,0,3,-,-,-
경기남부지방경찰청,안성,56,1,57,9,0,10,7,0,7,4,0,5,59,2,62,53,2,97,221,1,379,123,1,240,231,1,366,11,0,12,12,1,13,1,0,1,2,0,5,13,0,14,5,3,3,3,0,3,-,-,-
경기남부지방경찰청,안양동안,33,0,36,18,1,17,2,0,3,12,1,12,66,1,66,19,0,34,170,1,229,66,1,96,257,4,398,12,0,15,3,0,4,-,-,-,-,-,-,36,0,37,2,0,2,-,-,-,-,-,-
경기남부지방경찰청,이천,63,1,68,7,0,7,8,1,7,3,0,3,80,4,79,64,1,94,315,1,446,153,2,309,234,1,347,13,0,15,11,1,10,-,-,-,2,1,1,7,1,7,7,0,7,-,-,-,-,-,-
경기남부지방경찰청,광주,105,2,107,42,1,41,12,0,12,23,0,23,160,2,162,83,1,127,612,1,931,445,1,823,487,2,678,60,0,90,31,1,37,-,-,-,6,1,6,36,0,39,6,0,6,-,-,-,-,-,-
경기남부지방경찰청,여주,17,0,17,12,0,12,5,1,4,4,0,4,33,1,35,28,0,42,154,2,267,86,1,165,106,0,157,12,0,14,19,2,21,1,1,0,3,1,2,13,2,11,7,0,11,-,-,-,-,-,-
경기남부지방경찰청,용인동부,123,4,128,28,2,26,6,0,6,28,1,28,108,1,111,122,1,210,680,3,"1,060",419,2,730,513,1,720,42,0,63,21,2,26,-,-,-,1,0,1,35,1,40,3,0,3,1,0,2,-,-,-
경기남부지방경찰청,김포,78,0,81,31,1,32,5,0,5,20,0,21,104,0,109,47,1,78,362,0,557,352,1,631,788,4,"1,230",38,0,46,21,2,22,-,-,-,2,0,2,48,1,54,9,1,8,1,0,1,-,-,-
경기남부지방경찰청,양평,30,1,29,11,3,9,8,2,6,6,0,6,31,0,31,19,0,37,127,0,190,81,2,152,127,0,189,2,0,2,7,2,9,-,-,-,3,1,4,9,3,6,2,0,2,-,-,-,-,-,-
경기남부지방경찰청,부천소사,50,4,48,37,0,37,8,0,8,13,0,13,83,1,88,15,0,21,143,0,208,77,0,140,217,1,298,6,0,7,4,1,4,-,-,-,-,-,-,40,0,40,2,0,3,-,-,-,-,-,-
경기남부지방경찰청,오산,69,1,72,13,0,13,3,0,3,10,0,11,56,0,58,49,0,77,404,0,582,117,1,187,152,2,208,20,0,24,14,2,16,-,-,-,2,0,2,7,1,7,7,1,6,-,-,-,-,-,-
경기남부지방경찰청,부천원미,83,1,90,59,0,61,30,1,29,40,0,41,173,2,176,31,0,44,572,1,792,348,1,581,601,2,831,34,0,48,8,1,8,-,-,-,1,0,1,38,0,39,-,-,-,-,-,-,-,-,-
경기남부지방경찰청,광명,61,2,65,18,1,19,8,0,9,15,0,20,63,1,66,25,1,50,315,3,480,106,1,153,239,1,314,18,0,25,4,0,4,1,0,1,-,-,-,48,0,50,3,0,3,-,-,-,-,-,-
경기남부지방경찰청,안산단원,91,2,98,38,1,37,7,0,7,21,0,24,121,2,127,77,0,133,576,1,873,229,1,383,767,3,"1,162",44,0,61,17,0,19,-,-,-,1,0,1,30,3,31,9,0,9,-,-,-,-,-,-
경기남부지방경찰청,과천,10,1,9,1,0,1,3,0,3,1,0,1,8,0,8,9,0,16,79,0,125,49,0,114,25,0,49,10,0,14,4,2,4,-,-,-,-,-,-,6,0,8,2,1,1,-,-,-,-,-,-
경기남부지방경찰청,수원남부,120,3,122,58,1,60,23,0,27,20,0,20,105,0,113,39,3,57,850,2,"1,251",286,0,489,237,0,315,34,0,40,6,1,5,-,-,-,-,-,-,20,0,26,2,0,2,-,-,-,-,-,-
경기남부지방경찰청,군포,65,4,65,24,1,23,16,0,16,8,0,9,37,1,52,13,0,38,196,1,292,61,0,128,85,0,111,9,0,10,2,0,2,-,-,-,-,-,-,27,0,28,4,0,4,-,-,-,-,-,-
경기남부지방경찰청,성남중원,48,2,50,11,0,11,21,1,20,8,0,8,130,2,131,15,1,28,239,3,334,135,1,238,222,0,294,13,0,16,5,0,6,-,-,-,-,-,-,19,0,19,-,-,-,1,0,1,-,-,-
경기남부지방경찰청,분당,94,3,97,5,0,5,4,0,5,14,0,17,148,2,159,20,0,41,193,1,298,147,1,255,885,3,"1,256",8,0,8,3,0,3,-,-,-,1,0,2,43,2,50,2,0,2,1,0,1,-,-,-
경기남부지방경찰청,시흥,115,5,119,29,1,29,3,0,3,15,0,16,152,1,155,147,0,247,829,2,"1,300",275,1,475,556,4,821,41,0,50,40,3,46,-,-,-,1,0,1,27,1,26,7,2,5,-,-,-,-,-,-
경기남부지방경찰청,안산상록,77,0,84,41,0,41,2,0,2,16,0,17,108,0,112,40,1,73,448,0,669,232,2,397,520,1,753,29,0,36,8,1,7,1,0,1,-,-,-,19,0,22,9,0,9,1,1,0,-,-,-
경기남부지방경찰청,수원서부,50,0,52,17,0,18,2,0,2,24,0,25,116,2,118,35,0,59,269,1,410,279,1,482,388,1,529,20,0,33,9,1,10,-,-,-,1,0,1,24,0,27,3,0,4,-,-,-,-,-,-
경기남부지방경찰청,1지구대,4,3,1,-,-,-,-,-,-,-,-,-,16,1,17,1,0,1,272,0,489,487,24,"1,305",588,12,"1,286",9,0,17,8,3,37,-,-,-,-,-,-,9,0,9,2,1,2,-,-,-,-,-,-
경기남부지방경찰청,화성서부,66,4,67,24,1,24,10,0,10,14,1,14,89,3,90,86,2,160,408,0,610,237,6,404,366,3,526,32,0,41,14,0,14,-,-,-,2,1,2,23,2,24,2,1,2,-,-,-,-,-,-
경기남부지방경찰청,의왕,17,3,14,4,1,3,-,-,-,5,1,5,11,0,11,14,0,27,79,1,101,67,2,149,51,0,82,5,0,7,1,0,1,-,-,-,-,-,-,3,0,3,2,0,2,1,0,1,-,-,-
경기남부지방경찰청,하남,52,0,55,4,0,4,1,0,1,6,0,8,90,0,93,39,1,60,252,0,372,121,0,186,338,1,472,16,0,20,11,0,12,-,-,-,-,-,-,28,0,30,1,0,1,-,-,-,-,-,-
경기남부지방경찰청,안양만안,44,1,50,15,0,15,7,0,7,7,0,7,33,0,35,10,0,16,120,1,206,56,0,95,50,0,64,8,0,11,1,0,1,-,-,-,-,-,-,17,1,17,2,0,2,-,-,-,-,-,-
경기남부지방경찰청,부천오정,55,0,60,28,0,28,8,0,8,9,0,9,68,0,74,33,0,50,269,1,392,89,0,146,71,0,86,20,0,22,5,0,7,-,-,-,-,-,-,12,0,12,1,0,1,-,-,-,-,-,-
경기남부지방경찰청,용인서부,69,2,71,24,0,24,1,0,1,29,1,28,70,2,71,20,0,25,174,0,230,263,2,437,464,0,647,11,0,13,12,1,11,-,-,-,-,-,-,27,0,31,1,0,1,-,-,-,-,-,-
경기남부지방경찰청,화성동탄,105,0,115,9,1,8,1,0,1,26,0,27,83,1,89,55,0,94,526,3,816,233,1,378,518,2,758,24,0,26,24,0,27,1,0,1,2,0,2,42,2,40,7,0,7,-,-,-,-,-,-
경기북부지방경찰청,의정부,155,2,166,64,3,61,31,0,33,22,0,22,115,0,121,48,0,74,629,4,884,259,0,468,222,1,303,44,0,57,12,2,11,-,-,-,-,-,-,36,0,39,3,0,3,1,0,1,-,-,-
경기북부지방경찰청,고양,107,3,109,44,2,45,10,1,10,16,0,17,64,3,62,54,0,82,528,5,821,248,1,460,135,1,160,24,0,31,29,1,32,-,-,-,2,0,2,44,2,44,10,0,10,2,1,1,-,-,-
경기북부지방경찰청,일산동부,106,2,110,27,0,28,7,0,7,25,1,25,39,0,39,57,1,90,473,1,715,210,0,331,149,0,225,35,0,48,11,0,13,-,-,-,2,0,2,23,0,23,3,0,3,-,-,-,-,-,-
경기북부지방경찰청,남양주남부,98,4,99,27,0,27,3,0,4,20,0,23,86,0,89,62,1,103,271,1,436,190,2,329,240,0,360,30,0,39,18,4,17,-,-,-,1,1,0,7,1,6,3,0,3,-,-,-,-,-,-
경기북부지방경찰청,파주,107,6,106,45,0,47,21,1,22,18,0,19,111,3,115,140,5,246,588,4,870,270,2,461,237,2,299,32,1,47,48,2,65,-,-,-,6,0,9,28,0,28,9,0,21,1,0,1,-,-,-
경기북부지방경찰청,양주,46,2,49,15,1,14,2,0,2,19,0,21,60,1,61,88,0,141,325,4,483,187,2,299,265,0,374,22,0,27,19,1,21,-,-,-,2,0,2,23,0,24,6,1,5,3,1,2,-,-,-
경기북부지방경찰청,동두천,22,1,22,5,0,5,1,0,1,5,0,6,15,0,16,15,0,30,126,1,177,26,0,46,48,2,63,4,0,4,3,1,3,-,-,-,-,-,-,3,0,3,-,-,-,-,-,-,-,-,-
경기북부지방경찰청,구리,38,0,39,10,0,12,2,0,2,15,0,16,50,0,52,7,1,9,134,0,218,102,0,178,191,1,284,8,0,9,3,0,3,-,-,-,-,-,-,15,0,17,-,-,-,-,-,-,-,-,-
경기북부지방경찰청,포천,45,3,42,12,0,13,7,0,8,2,0,2,56,0,58,42,1,86,334,1,555,140,2,284,116,1,181,24,0,37,16,5,14,-,-,-,-,-,-,16,1,17,2,1,1,-,-,-,-,-,-
경기북부지방경찰청,가평,13,0,13,15,0,16,8,0,8,5,0,5,19,0,20,29,0,52,171,0,290,68,1,142,17,0,26,8,0,10,14,2,13,1,0,1,3,0,5,-,-,-,6,0,7,2,0,3,-,-,-
경기북부지방경찰청,연천,11,0,11,3,1,2,3,1,2,1,0,1,6,0,6,11,0,17,78,2,142,36,1,71,7,0,7,9,1,10,7,0,10,-,-,-,2,2,0,2,0,2,2,0,2,-,-,-,-,-,-
경기북부지방경찰청,일산서부,57,1,58,19,1,20,2,0,2,22,0,23,67,2,65,29,1,51,299,5,430,133,0,232,319,0,421,26,0,31,4,0,5,-,-,-,-,-,-,22,0,23,2,0,3,-,-,-,-,-,-
경기북부지방경찰청,남양주북부,81,2,83,19,0,20,8,0,8,8,0,9,57,1,65,37,0,67,307,1,472,147,2,261,120,0,170,19,0,28,13,0,22,-,-,-,1,1,2,15,0,19,2,1,1,-,-,-,-,-,-
경기북부지방경찰청,13지구대,1,0,1,-,-,-,-,-,-,-,-,-,9,2,10,8,0,24,270,1,469,253,7,605,228,1,420,5,0,10,13,1,30,-,-,-,1,1,0,3,0,3,-,-,-,2,1,4,-,-,-
강원지방경찰청,춘천,98,3,100,19,0,19,7,0,7,19,0,19,113,1,117,52,4,79,398,3,629,157,2,290,403,0,630,23,0,28,10,1,16,-,-,-,-,-,-,35,0,53,3,0,3,4,0,4,-,-,-
강원지방경찰청,강릉,74,1,76,15,0,15,3,0,4,7,0,7,58,1,60,29,1,45,211,2,330,84,1,171,185,2,263,15,0,22,3,3,2,-,-,-,-,-,-,5,3,2,-,-,-,-,-,-,-,-,-
강원지방경찰청,원주,101,4,105,40,1,41,10,0,10,25,1,24,74,2,75,69,1,133,572,0,882,328,2,588,268,3,412,27,0,36,11,1,13,-,-,-,1,0,1,7,2,5,3,0,3,-,-,-,-,-,-
강원지방경찰청,속초,50,3,52,22,2,20,19,1,22,8,0,9,17,1,16,22,0,46,291,3,498,80,1,160,26,0,35,17,0,33,5,1,9,-,-,-,1,0,2,4,1,6,-,-,-,-,-,-,-,-,-
강원지방경찰청,삼척,17,2,15,13,0,14,3,0,3,7,0,7,14,1,15,12,0,28,68,0,98,34,0,58,24,0,37,1,0,1,10,2,8,-,-,-,3,3,2,-,-,-,2,0,2,1,0,1,-,-,-
강원지방경찰청,영월,9,0,9,6,1,5,4,2,3,-,-,-,4,0,4,10,1,23,62,1,111,20,0,37,4,0,4,5,0,8,18,3,31,-,-,-,4,0,7,1,0,1,2,0,4,-,-,-,-,-,-
강원지방경찰청,홍천,19,1,20,3,0,3,3,0,3,1,0,1,12,1,12,20,2,34,109,2,204,35,1,66,11,0,17,2,0,2,9,2,8,-,-,-,3,0,9,2,0,3,5,0,9,-,-,-,-,-,-
강원지방경찰청,평창,4,0,5,4,1,3,4,0,4,-,-,-,4,0,5,33,3,55,75,1,127,15,1,32,2,0,2,2,0,2,10,3,11,-,-,-,4,2,2,-,-,-,2,0,2,1,0,1,-,-,-
강원지방경찰청,화천,4,1,3,1,0,1,1,0,1,2,0,2,3,0,3,14,0,35,34,0,67,9,0,15,10,0,21,2,0,3,5,3,6,-,-,-,2,0,4,-,-,-,-,-,-,-,-,-,-,-,-
강원지방경찰청,태백,7,1,6,10,1,10,-,-,-,-,-,-,14,0,14,13,0,33,103,1,153,26,0,57,43,0,62,6,0,7,5,0,18,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,-,-,-
강원지방경찰청,정선,3,0,3,2,0,2,-,-,-,2,0,2,15,0,15,8,2,15,5,0,10,12,0,21,91,0,151,3,0,5,9,1,11,-,-,-,-,-,-,8,0,11,-,-,-,-,-,-,-,-,-
강원지방경찰청,횡성,10,1,9,2,1,1,-,-,-,1,0,1,3,0,5,17,3,27,43,0,67,20,0,41,27,1,37,1,0,1,1,1,0,-,-,-,2,1,1,1,0,2,1,1,0,-,-,-,-,-,-
강원지방경찰청,인제,4,0,4,1,0,1,1,0,1,1,0,1,1,0,1,10,1,13,36,1,57,10,1,15,1,0,5,1,0,1,5,1,8,-,-,-,2,0,2,-,-,-,-,-,-,-,-,-,-,-,-
강원지방경찰청,강원고성,3,0,3,2,0,2,3,0,5,-,-,-,13,0,13,4,0,11,57,0,96,52,0,101,7,0,7,2,0,5,1,1,0,-,-,-,1,1,1,1,0,1,-,-,-,-,-,-,-,-,-
강원지방경찰청,철원,10,0,10,11,0,13,2,0,2,-,-,-,5,0,5,5,0,11,57,0,96,8,0,18,6,0,12,1,0,1,4,0,6,-,-,-,1,1,1,-,-,-,3,0,3,-,-,-,-,-,-
강원지방경찰청,양구,2,0,2,-,-,-,-,-,-,1,0,1,10,1,9,9,0,16,35,0,45,9,2,18,3,0,6,2,0,2,2,1,1,-,-,-,1,1,0,-,-,-,3,0,5,2,0,2,-,-,-
강원지방경찰청,동해,31,1,34,5,0,5,5,0,5,1,0,1,11,0,11,25,1,48,119,2,164,47,1,95,48,1,80,7,0,12,-,-,-,-,-,-,1,0,1,3,0,6,2,0,4,-,-,-,-,-,-
강원지방경찰청,7지구대,2,0,2,2,1,8,-,-,-,-,-,-,8,1,14,3,0,14,48,1,118,134,3,478,20,1,40,1,0,2,5,1,9,-,-,-,-,-,-,1,0,1,3,0,4,-,-,-,-,-,-
충북지방경찰청,청주청원,44,0,46,18,1,17,3,0,3,8,0,10,106,0,108,46,0,73,251,2,360,141,1,250,463,2,705,21,0,27,6,0,6,-,-,-,2,1,1,22,1,27,5,0,5,2,2,0,-,-,-
충북지방경찰청,충주,61,7,55,17,1,16,13,0,13,7,0,7,48,2,47,94,4,135,431,2,673,188,5,323,129,0,198,21,0,34,19,2,21,-,-,-,6,1,5,5,1,4,5,0,5,-,-,-,-,-,-
충북지방경찰청,제천,45,1,51,19,2,17,12,0,12,5,0,5,34,0,38,63,0,146,231,2,373,103,4,189,124,2,215,26,0,45,27,2,30,-,-,-,3,1,3,2,0,2,1,0,3,1,0,2,-,-,-
충북지방경찰청,영동,7,0,8,2,0,2,3,0,3,2,0,2,9,0,9,12,1,25,53,3,77,16,1,21,9,0,9,3,0,5,9,1,12,-,-,-,1,0,1,-,-,-,2,0,2,-,-,-,-,-,-
충북지방경찰청,괴산,19,3,17,9,0,10,11,0,11,2,0,2,9,0,9,49,1,87,145,1,234,32,1,55,18,0,24,4,0,4,16,1,20,2,0,3,8,1,9,-,-,-,4,2,2,1,0,1,-,-,-
충북지방경찰청,보은,6,0,6,2,0,2,2,0,2,5,0,5,6,0,7,10,0,24,49,0,91,24,1,33,7,0,10,3,0,5,3,0,6,-,-,-,1,0,1,-,-,-,4,0,4,1,0,1,-,-,-
충북지방경찰청,음성,19,1,19,16,1,16,5,0,5,5,0,5,16,1,15,42,1,65,231,5,368,101,1,172,38,0,65,3,0,3,20,1,26,-,-,-,4,0,5,5,0,6,6,0,6,1,0,1,-,-,-
충북지방경찰청,옥천,16,0,16,6,0,6,2,0,2,-,-,-,7,0,7,6,0,12,32,1,39,8,0,16,22,0,37,1,0,1,7,2,8,-,-,-,2,1,1,1,1,0,1,0,1,-,-,-,-,-,-
충북지방경찰청,단양,10,0,13,2,1,1,-,-,-,1,0,1,7,0,8,9,2,20,28,0,41,23,0,52,39,0,62,1,0,2,10,1,14,-,-,-,1,0,2,3,0,3,8,0,8,3,0,3,-,-,-
충북지방경찰청,진천,26,1,29,7,0,7,9,0,9,3,0,4,4,0,4,24,1,50,239,0,343,65,2,118,16,0,16,11,0,13,10,1,10,-,-,-,1,0,1,1,0,1,7,1,6,-,-,-,-,-,-
충북지방경찰청,청주흥덕,88,1,90,30,0,32,12,0,12,27,1,29,57,1,59,44,2,65,681,6,999,258,5,427,340,1,500,41,0,55,21,2,31,-,-,-,2,1,1,9,0,12,6,0,6,-,-,-,-,-,-
충북지방경찰청,청주상당,83,7,77,22,0,24,19,0,20,20,0,22,61,1,63,64,4,108,515,4,777,154,1,271,189,0,272,29,0,34,14,2,14,-,-,-,4,1,4,16,0,18,14,0,14,2,0,3,-,-,-
충북지방경찰청,10지구대,2,0,2,-,-,-,-,-,-,-,-,-,3,0,3,3,0,7,55,1,105,105,12,232,21,1,57,6,1,6,5,3,3,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,-,-,-
충남지방경찰청,서산,61,1,67,17,3,14,18,0,18,6,0,6,39,0,42,24,0,48,196,3,301,118,2,215,95,0,141,11,0,16,10,0,12,-,-,-,4,2,2,4,0,5,3,2,1,-,-,-,-,-,-
충남지방경찰청,천안서북,101,3,104,30,0,33,10,0,12,13,0,15,144,10,141,47,0,73,556,4,816,263,1,436,558,5,759,27,0,34,18,2,20,-,-,-,2,0,2,21,1,22,5,0,5,2,0,2,-,-,-
충남지방경찰청,논산,35,3,34,18,0,19,5,0,5,6,0,8,17,2,15,37,3,72,166,6,274,43,2,72,18,0,22,8,0,12,12,2,11,2,0,2,3,1,2,3,0,3,6,0,6,-,-,-,-,-,-
충남지방경찰청,홍성,24,3,21,9,1,8,2,0,2,1,0,1,10,1,9,17,4,19,97,4,130,40,4,65,23,1,26,5,0,5,3,1,15,-,-,-,1,0,1,1,0,1,1,0,1,-,-,-,-,-,-
충남지방경찰청,아산,86,2,89,20,2,19,10,0,10,11,0,12,78,4,78,52,2,100,299,2,495,236,2,423,413,1,564,22,0,26,21,4,38,-,-,-,3,0,3,7,1,6,4,0,4,-,-,-,-,-,-
충남지방경찰청,서천,16,1,16,15,1,15,3,0,4,3,0,3,25,3,24,15,1,29,100,1,172,30,0,48,18,0,24,4,0,7,13,0,13,-,-,-,7,1,10,5,0,5,11,1,13,1,0,1,-,-,-
충남지방경찰청,보령,40,3,37,7,0,7,5,0,5,1,0,1,34,2,33,22,2,40,100,5,180,35,0,68,59,1,84,4,0,5,6,2,6,-,-,-,-,-,-,4,2,3,3,1,3,-,-,-,-,-,-
충남지방경찰청,공주,34,1,33,7,0,7,4,0,4,4,0,5,17,1,16,19,0,42,162,3,262,60,3,92,53,1,83,8,0,14,15,2,14,-,-,-,5,0,5,7,0,10,8,0,8,-,-,-,-,-,-
충남지방경찰청,예산,12,0,12,9,1,8,2,0,3,1,0,1,16,2,14,40,2,69,130,4,199,61,0,123,24,1,41,6,0,12,18,4,14,3,0,3,7,2,6,5,1,4,6,1,7,1,0,4,-,-,-
충남지방경찰청,부여,23,2,23,3,0,3,2,0,4,1,0,1,14,2,13,12,0,28,65,1,100,22,0,45,28,0,40,4,0,8,8,1,8,-,-,-,9,3,9,3,0,3,2,0,2,-,-,-,-,-,-
