경찰청대분류,경찰청세분류,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
충남지방경찰청,당진,24,3,22,9,0,11,4,0,4,9,0,12,41,2,42,38,2,58,139,4,186,117,1,200,72,1,103,17,0,23,8,2,9,-,-,-,1,1,0,6,3,3,3,1,2,1,0,1,-,-,-
충남지방경찰청,금산,22,0,23,3,0,3,3,0,3,2,0,2,13,1,13,10,0,15,50,2,80,11,0,14,8,1,13,2,0,2,6,1,6,-,-,-,3,1,2,-,-,-,1,0,2,-,-,-,-,-,-
충남지방경찰청,청양,2,0,2,6,0,6,4,0,4,-,-,-,5,0,5,10,0,21,72,1,117,28,2,51,8,1,13,5,0,8,14,0,14,-,-,-,11,2,10,9,0,12,8,0,8,1,0,2,-,-,-
충남지방경찰청,천안동남,86,4,89,14,1,14,9,0,9,18,0,19,67,3,67,57,1,85,390,2,581,157,3,271,186,2,244,17,0,21,12,1,13,-,-,-,3,0,3,10,1,9,7,1,6,-,-,-,-,-,-
충남지방경찰청,태안,14,1,15,21,2,19,-,-,-,2,0,2,18,1,18,17,0,35,30,0,47,68,1,123,76,2,143,2,0,4,7,0,11,-,-,-,3,0,7,4,1,4,5,0,8,-,-,-,-,-,-
충남지방경찰청,제2지구대,2,0,2,1,0,1,-,-,-,-,-,-,4,0,6,1,1,2,49,0,107,142,6,373,97,2,212,1,0,1,-,-,-,-,-,-,-,-,-,5,1,4,3,0,25,1,1,1,-,-,-
전북지방경찰청,전주완산,142,6,146,19,0,19,14,1,13,13,0,14,69,0,87,94,0,152,321,2,510,187,0,301,134,2,216,17,0,36,9,0,13,-,-,-,-,-,-,14,1,18,-,-,-,-,-,-,-,-,-
전북지방경찰청,전주덕진,101,1,105,19,0,20,6,0,6,11,0,11,44,2,48,29,1,41,443,6,608,134,1,213,65,1,83,18,0,22,6,0,6,-,-,-,1,1,1,5,0,5,1,0,1,-,-,-,-,-,-
전북지방경찰청,군산,105,5,103,32,0,32,15,1,15,19,0,20,66,4,64,55,0,88,504,5,764,176,2,315,127,1,168,21,0,30,20,4,24,-,-,-,4,0,4,14,1,16,3,1,2,1,0,1,-,-,-
전북지방경찰청,익산,98,10,93,16,1,15,8,0,8,10,0,12,38,0,41,34,2,66,347,5,519,113,0,186,124,2,200,8,0,11,3,0,3,-,-,-,4,3,6,12,0,12,-,-,-,-,-,-,-,-,-
전북지방경찰청,정읍,46,3,45,11,0,13,2,0,2,2,0,2,21,1,20,19,0,43,164,7,256,44,2,75,70,1,104,6,0,10,5,0,12,-,-,-,3,1,2,6,1,6,3,2,2,-,-,-,-,-,-
전북지방경찰청,김제,28,0,32,15,0,15,6,0,6,1,1,0,8,0,8,15,1,24,123,5,190,35,0,60,8,0,18,5,0,6,2,0,4,1,0,1,1,0,3,1,0,1,2,1,2,-,-,-,-,-,-
전북지방경찰청,남원,13,0,15,12,1,11,2,0,2,7,1,6,11,1,10,19,1,32,121,2,175,23,1,43,48,1,71,2,0,3,11,4,10,-,-,-,4,1,4,3,0,3,2,1,1,-,-,-,-,-,-
전북지방경찰청,고창,6,1,5,6,0,6,3,1,3,2,0,2,6,0,6,14,1,21,35,3,45,4,0,8,1,0,1,-,-,-,6,3,3,-,-,-,2,2,0,1,1,0,1,0,1,-,-,-,-,-,-
전북지방경찰청,부안,15,2,14,7,0,7,1,1,0,1,0,1,8,1,7,14,1,23,55,3,86,11,0,21,8,0,8,1,0,1,3,1,2,-,-,-,2,0,3,2,1,1,4,0,4,2,0,2,-,-,-
전북지방경찰청,임실,3,0,3,7,0,7,2,1,1,1,0,1,-,-,-,2,0,4,22,0,30,26,0,41,1,0,1,1,0,1,6,2,6,-,-,-,3,0,3,1,1,0,1,0,1,-,-,-,-,-,-
전북지방경찰청,진안,8,1,7,2,0,2,3,0,5,2,0,2,2,1,1,5,0,16,17,0,32,6,0,6,3,0,9,1,0,2,7,2,8,-,-,-,1,1,0,2,1,1,1,0,1,-,-,-,-,-,-
전북지방경찰청,순창,1,0,1,3,2,1,1,0,1,1,0,1,11,1,11,7,1,11,40,1,64,7,0,15,8,0,14,-,-,-,8,3,9,-,-,-,7,2,5,4,0,5,2,1,2,2,0,3,-,-,-
전북지방경찰청,장수,2,0,2,-,-,-,1,0,1,-,-,-,8,1,7,5,2,6,10,0,14,1,0,3,4,0,4,2,0,2,1,0,1,-,-,-,1,0,1,1,0,1,1,1,0,-,-,-,-,-,-
전북지방경찰청,무주,7,0,7,5,1,4,3,1,2,1,0,1,-,-,-,9,0,15,34,0,66,12,0,20,4,0,10,3,0,4,6,2,6,-,-,-,2,1,1,-,-,-,3,1,3,-,-,-,-,-,-
전북지방경찰청,완주,16,3,13,-,-,-,2,0,2,2,0,2,12,2,11,12,1,14,75,0,114,25,3,48,44,4,62,4,0,8,7,2,6,-,-,-,-,-,-,1,1,0,2,1,1,1,1,0,-,-,-
전북지방경찰청,9지구대,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,-,-,-,-,-,-,9,3,17,4,0,25,-,-,-,3,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전북지방경찰청,12지구대,-,-,-,-,-,-,-,-,-,-,-,-,3,1,2,2,0,4,8,0,16,19,4,37,20,1,51,-,-,-,1,0,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전남지방경찰청,목포,72,3,76,40,6,34,5,0,5,6,0,7,136,3,138,59,1,104,606,3,"1,085",157,2,289,309,0,509,36,0,55,14,5,14,-,-,-,4,0,5,21,1,26,5,1,4,-,-,-,-,-,-
전남지방경찰청,여수,90,1,95,34,1,33,6,0,6,24,0,25,103,1,105,52,1,85,576,1,843,235,3,371,188,1,263,26,0,35,16,2,21,-,-,-,3,0,4,16,1,15,14,0,17,1,1,0,-,-,-
전남지방경찰청,순천,52,4,50,24,2,22,4,0,4,3,0,3,82,2,86,23,3,60,426,0,698,137,2,286,317,2,438,13,0,16,16,3,16,-,-,-,3,1,2,26,2,26,6,0,6,2,0,2,-,-,-
전남지방경찰청,나주,27,2,27,7,1,6,2,0,3,2,0,2,27,0,28,27,0,47,163,3,264,58,0,117,43,1,76,6,0,9,15,2,17,-,-,-,6,0,7,4,0,7,5,0,5,2,0,3,-,-,-
전남지방경찰청,장흥,5,0,5,6,0,6,8,0,8,3,0,3,22,1,21,16,1,33,55,1,116,41,0,92,29,0,42,6,0,11,20,0,30,-,-,-,3,0,3,13,0,14,9,0,10,3,0,4,-,-,-
전남지방경찰청,고흥,3,0,3,3,0,3,1,0,1,-,-,-,36,2,35,5,0,9,44,2,70,17,0,28,106,0,186,2,0,4,9,2,11,-,-,-,-,-,-,25,3,25,3,0,3,1,0,2,-,-,-
전남지방경찰청,해남,22,3,19,1,0,1,3,0,3,-,-,-,22,1,23,19,0,32,115,1,168,41,2,77,46,2,64,4,0,5,10,0,16,-,-,-,5,0,6,10,3,7,1,0,1,1,0,1,-,-,-
전남지방경찰청,보성,5,1,4,3,0,3,2,1,1,-,-,-,7,0,7,21,0,35,48,0,73,22,0,44,8,0,17,3,0,3,8,0,13,-,-,-,7,2,6,4,0,4,11,1,10,2,0,2,1,0,1
전남지방경찰청,영광,12,0,12,9,2,7,1,0,1,2,0,2,11,0,11,5,0,8,44,1,69,18,0,24,12,1,15,-,-,-,5,1,4,-,-,-,1,0,1,1,1,0,-,-,-,1,0,1,-,-,-
전남지방경찰청,화순,15,0,15,3,0,3,-,-,-,2,0,2,17,0,18,10,0,18,107,0,196,43,0,71,32,0,46,3,0,5,8,0,10,-,-,-,2,0,2,15,3,16,5,0,5,-,-,-,-,-,-
전남지방경찰청,함평,6,0,8,-,-,-,8,1,8,-,-,-,8,3,5,4,0,12,67,1,114,17,0,29,5,0,6,9,0,22,10,0,10,-,-,-,3,0,3,1,0,1,5,0,6,-,-,-,-,-,-
전남지방경찰청,영암,11,0,12,15,1,15,1,0,1,1,0,2,7,1,6,23,1,48,213,4,376,63,1,144,8,0,9,5,0,6,17,2,22,-,-,-,8,0,8,5,0,6,11,4,7,-,-,-,-,-,-
전남지방경찰청,장성,5,0,5,5,1,4,1,0,2,1,0,1,11,0,11,16,1,35,47,0,67,26,0,49,40,1,69,2,0,3,8,0,12,-,-,-,2,0,3,4,0,4,4,0,5,1,0,2,-,-,-
전남지방경찰청,강진,9,0,9,11,0,12,-,-,-,-,-,-,16,1,16,13,0,34,99,1,173,34,1,71,18,0,34,1,0,1,15,1,19,-,-,-,8,1,8,9,0,11,7,0,8,2,0,3,-,-,-
전남지방경찰청,담양,9,0,9,5,0,6,1,0,2,2,1,1,25,1,28,16,0,35,104,1,172,40,0,92,50,2,82,4,0,7,9,0,11,-,-,-,4,0,5,14,1,17,5,1,5,2,0,2,-,-,-
전남지방경찰청,곡성,4,2,2,1,0,1,-,-,-,-,-,-,12,0,16,7,0,14,34,1,55,10,2,14,18,0,36,2,0,4,3,0,3,-,-,-,3,0,4,1,1,0,1,0,1,-,-,-,-,-,-
전남지방경찰청,완도,5,0,5,6,1,5,1,0,1,2,0,2,12,0,12,5,0,10,47,1,83,10,0,14,47,1,78,2,0,2,9,2,10,-,-,-,3,3,0,4,1,6,-,-,-,-,-,-,-,-,-
전남지방경찰청,무안,13,1,12,3,0,3,5,0,5,1,0,1,21,2,21,18,0,29,82,2,122,46,0,76,70,2,96,2,0,2,3,1,3,-,-,-,1,0,1,2,1,1,1,1,0,-,-,-,-,-,-
전남지방경찰청,진도,6,1,5,3,1,2,-,-,-,3,0,3,9,1,9,8,1,11,31,1,38,10,1,13,1,0,1,1,0,1,-,-,-,-,-,-,2,1,1,-,-,-,2,0,2,-,-,-,-,-,-
전남지방경찰청,광양,32,0,34,11,0,11,5,1,4,1,0,1,21,0,22,19,0,24,255,1,383,87,1,138,98,2,125,12,0,15,12,2,10,-,-,-,7,4,6,7,1,7,5,2,3,-,-,-,-,-,-
전남지방경찰청,구례,5,1,4,3,0,3,1,0,1,2,0,2,12,0,12,5,0,10,30,0,56,6,0,12,24,0,32,1,1,0,6,0,6,-,-,-,2,0,4,10,0,12,4,0,5,-,-,-,-,-,-
전남지방경찰청,5지구대,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,2,0,3,30,0,52,71,7,167,37,0,55,1,0,3,9,5,9,-,-,-,-,-,-,4,0,6,2,1,1,-,-,-,-,-,-
경북지방경찰청,경주,67,3,67,46,3,44,21,0,21,6,0,6,42,0,43,42,2,70,557,4,854,201,4,428,96,1,122,28,0,39,36,10,43,-,-,-,11,0,12,17,2,16,13,4,11,3,0,3,-,-,-
경북지방경찰청,포항북부,75,1,75,41,1,42,22,1,21,10,0,12,52,0,55,50,0,73,336,3,475,156,0,270,159,2,276,23,0,29,7,0,7,-,-,-,2,0,2,16,1,15,4,1,4,-,-,-,-,-,-
경북지방경찰청,안동,44,1,47,11,1,11,3,0,3,2,0,2,78,6,78,36,4,81,174,0,297,77,2,137,227,2,345,14,0,18,23,1,26,-,-,-,5,3,5,14,4,10,6,2,5,2,0,3,-,-,-
경북지방경찰청,김천,37,1,38,17,2,15,9,0,9,2,0,2,6,0,6,33,5,55,189,2,269,64,2,100,17,1,21,2,0,4,17,1,19,-,-,-,6,1,11,5,0,5,3,0,3,-,-,-,-,-,-
경북지방경찰청,상주,19,0,21,6,1,5,7,0,7,3,0,3,16,2,14,25,1,36,181,6,236,57,2,105,31,1,38,8,0,9,18,4,15,-,-,-,10,1,12,2,0,2,9,0,9,1,0,1,-,-,-
경북지방경찰청,의성,10,3,9,4,0,4,10,1,9,-,-,-,14,0,15,22,1,37,75,0,108,23,1,37,11,0,16,9,0,12,20,3,20,-,-,-,7,0,12,3,0,3,4,0,5,-,-,-,-,-,-
경북지방경찰청,영주,35,1,36,10,1,9,-,-,-,8,0,8,20,2,21,19,1,24,210,2,283,57,3,85,31,1,46,3,0,5,8,3,7,-,-,-,4,1,4,3,0,3,1,1,0,-,-,-,-,-,-
경북지방경찰청,칠곡,25,1,25,16,0,16,11,0,11,4,0,4,19,0,19,22,0,41,309,1,533,112,0,210,39,0,50,24,0,31,32,2,31,-,-,-,3,0,3,5,0,5,7,0,8,-,-,-,-,-,-
경북지방경찰청,영천,36,3,35,17,1,17,4,1,3,5,0,5,15,0,16,32,2,58,150,2,249,46,2,69,34,0,52,10,0,12,12,3,10,-,-,-,7,1,11,8,0,11,-,-,-,-,-,-,1,2,0
경북지방경찰청,문경,10,0,10,4,0,4,2,0,2,7,0,7,12,0,14,13,0,20,121,1,191,28,1,43,15,0,17,3,0,4,5,0,6,-,-,-,5,0,9,4,1,4,7,0,7,-,-,-,1,1,1
경북지방경찰청,경산,113,2,116,15,2,13,13,0,14,7,0,7,60,3,62,37,3,49,319,1,461,144,3,237,104,0,142,21,0,24,10,3,9,-,-,-,-,-,-,4,0,7,1,0,1,-,-,-,-,-,-
경북지방경찰청,영덕,5,1,6,6,2,4,7,1,6,2,0,4,10,0,13,16,1,32,88,0,164,37,1,60,11,0,14,8,0,11,11,2,13,-,-,-,7,1,9,7,1,7,4,0,6,-,-,-,-,-,-
경북지방경찰청,예천,4,0,4,10,0,11,1,0,1,1,0,1,4,0,4,8,0,9,74,2,100,23,1,38,13,0,13,1,0,1,8,3,7,-,-,-,3,1,3,1,0,2,2,0,2,1,1,0,-,-,-
경북지방경찰청,봉화,2,0,2,3,0,3,-,-,-,-,-,-,9,1,9,13,0,26,20,0,31,10,1,13,28,0,38,4,0,6,2,0,2,-,-,-,1,0,1,5,2,3,2,2,0,-,-,-,-,-,-
경북지방경찰청,청도,7,0,7,1,0,1,8,0,8,1,0,1,14,1,14,17,1,26,73,0,116,25,0,30,15,0,21,9,0,14,4,0,4,-,-,-,6,2,4,2,1,1,4,1,3,-,-,-,-,-,-
경북지방경찰청,성주,7,1,8,7,3,4,5,0,5,-,-,-,21,0,22,17,0,30,67,1,113,36,1,57,61,0,92,3,0,11,18,2,23,-,-,-,7,2,5,5,0,5,11,1,12,-,-,-,-,-,-
경북지방경찰청,울진,7,0,7,6,0,6,4,1,5,-,-,-,8,0,10,15,3,42,44,0,82,28,1,55,9,1,11,2,0,4,13,3,12,-,-,-,2,0,2,-,-,-,4,1,5,2,0,3,-,-,-
경북지방경찰청,고령,3,0,3,3,0,3,3,0,3,-,-,-,9,1,9,8,0,13,36,0,48,25,0,36,27,3,39,5,0,8,11,3,11,-,-,-,4,1,3,5,2,10,3,0,3,1,0,1,-,-,-
경북지방경찰청,군위,1,0,1,-,-,-,-,-,-,1,0,1,2,0,3,8,1,14,29,0,50,7,1,11,4,0,9,1,0,1,8,1,7,-,-,-,1,0,1,2,0,2,-,-,-,-,-,-,-,-,-
경북지방경찰청,청송,3,0,3,5,1,4,2,0,2,-,-,-,2,0,2,6,0,15,41,0,65,15,0,20,1,0,2,-,-,-,6,1,5,-,-,-,5,0,7,-,-,-,5,0,5,2,0,2,-,-,-
경북지방경찰청,영양,5,0,5,3,1,2,1,0,1,-,-,-,1,0,1,5,1,8,9,1,16,7,0,10,8,0,13,2,0,2,3,0,4,-,-,-,-,-,-,-,-,-,2,0,2,1,0,2,-,-,-
경북지방경찰청,울릉,2,0,2,1,0,1,1,0,1,1,0,1,1,0,5,2,0,4,3,0,4,-,-,-,-,-,-,2,0,3,-,-,-,-,-,-,1,0,1,-,-,-,1,0,1,-,-,-,-,-,-
경북지방경찰청,구미,95,0,100,28,1,28,9,0,9,11,0,11,97,2,96,75,3,98,546,1,822,254,3,462,416,4,548,22,0,34,30,7,26,-,-,-,3,0,3,18,2,18,16,1,15,-,-,-,-,-,-
경북지방경찰청,포항남부,63,5,68,52,0,52,10,0,10,8,0,8,51,2,51,74,1,138,594,5,943,148,0,320,163,1,257,16,0,18,15,0,17,2,0,3,5,0,5,33,2,35,11,0,11,-,-,-,-,-,-
경북지방경찰청,3지구대,-,-,-,-,-,-,-,-,-,-,-,-,7,1,7,8,1,12,112,1,192,245,21,637,86,3,161,5,0,7,10,1,17,-,-,-,1,1,0,17,2,22,3,1,7,-,-,-,-,-,-
경남지방경찰청,마산중부,70,4,69,16,0,17,7,1,9,3,0,4,31,0,32,14,1,20,186,2,279,63,0,114,49,1,66,7,0,8,7,1,10,-,-,-,1,1,0,20,0,22,4,0,4,-,-,-,-,-,-
경남지방경찰청,진주,97,6,96,23,2,22,4,0,4,4,0,4,57,1,59,41,4,50,171,3,208,63,3,90,65,0,97,4,1,4,8,3,8,-,-,-,1,0,1,9,1,9,4,0,4,1,0,1,-,-,-
경남지방경찰청,진해,36,2,35,23,0,24,2,0,2,1,0,1,37,0,40,34,3,49,261,2,373,112,0,197,154,0,235,13,0,19,16,3,15,1,0,1,-,-,-,8,1,7,11,0,11,-,-,-,-,-,-
경남지방경찰청,통영,60,3,62,15,0,15,4,0,4,1,0,1,50,0,51,40,0,67,224,0,347,109,1,197,65,0,100,17,0,20,21,1,22,-,-,-,4,1,7,13,1,14,4,0,4,1,0,1,-,-,-
경남지방경찰청,사천,34,2,34,6,0,6,4,0,5,2,0,2,54,1,57,14,1,21,259,3,422,84,0,174,90,0,139,6,0,7,13,0,18,-,-,-,2,0,2,11,0,16,6,1,6,-,-,-,-,-,-
경남지방경찰청,밀양,43,3,47,5,0,5,8,0,8,2,0,2,22,0,23,23,0,38,218,3,294,62,0,128,31,0,35,7,0,7,20,1,25,2,0,3,3,1,8,6,0,6,5,0,5,1,0,1,-,-,-
경남지방경찰청,김해중부,110,5,111,27,0,29,25,1,25,15,0,15,52,0,53,63,1,102,432,3,604,158,0,282,137,0,183,16,0,22,21,1,27,-,-,-,1,1,0,11,0,11,5,0,7,-,-,-,-,-,-
경남지방경찰청,거창,15,2,13,10,0,10,2,0,2,1,0,1,3,0,3,15,0,17,107,0,156,33,2,54,1,0,1,4,0,6,17,4,17,-,-,-,4,0,4,-,-,-,8,0,9,1,0,1,-,-,-
경남지방경찰청,합천,4,0,4,6,1,5,10,1,13,1,0,1,4,0,4,12,0,24,55,1,93,19,1,32,6,0,9,1,0,2,8,2,10,-,-,-,12,1,12,5,1,10,6,0,6,1,0,2,-,-,-
경남지방경찰청,창녕,4,0,5,3,1,2,3,0,3,3,0,3,15,2,14,17,1,25,68,1,105,32,1,69,48,2,60,7,0,9,8,1,8,-,-,-,-,-,-,7,0,7,5,0,5,-,-,-,-,-,-
경남지방경찰청,함양,11,1,12,13,3,11,2,1,1,3,0,3,15,1,14,13,0,22,70,2,110,14,0,23,12,0,15,5,0,8,13,1,14,-,-,-,8,0,22,2,0,4,8,1,8,-,-,-,-,-,-
경남지방경찰청,양산,81,6,82,26,0,26,6,0,6,11,0,11,64,1,66,70,1,92,508,2,650,168,1,260,165,2,215,16,0,22,22,4,19,-,-,-,1,0,1,18,0,18,7,0,7,-,-,-,-,-,-
경남지방경찰청,경남고성,16,1,15,20,0,20,2,0,2,2,0,2,5,0,6,6,0,14,65,4,80,39,1,61,22,0,31,1,0,1,11,0,13,-,-,-,5,4,2,7,2,5,1,0,1,-,-,-,-,-,-
경남지방경찰청,하동,2,0,2,5,0,5,3,0,3,4,0,4,9,1,10,16,1,21,40,0,56,13,2,21,13,2,26,3,0,7,5,1,4,-,-,-,5,1,8,2,0,3,2,1,1,-,-,-,-,-,-
경남지방경찰청,거제,61,3,62,28,1,27,11,0,11,10,0,10,59,2,64,41,3,84,174,0,243,74,0,125,201,2,266,5,0,6,14,2,14,-,-,-,5,1,5,11,0,12,3,0,3,1,0,1,-,-,-
경남지방경찰청,남해,8,2,8,16,1,15,3,0,4,-,-,-,6,1,5,17,1,39,68,1,118,18,1,44,3,0,3,5,0,8,9,3,11,-,-,-,9,0,16,1,0,1,4,0,4,-,-,-,-,-,-
경남지방경찰청,산청,3,1,2,4,1,3,2,0,2,1,0,1,15,0,15,12,1,25,36,0,67,18,2,31,23,0,45,2,0,4,9,2,8,1,0,1,9,1,10,9,0,13,3,0,3,-,-,-,-,-,-
경남지방경찰청,함안,11,3,9,4,0,4,3,0,3,5,0,5,6,0,7,16,0,26,102,3,139,43,0,72,17,0,20,2,0,6,11,0,12,-,-,-,1,0,2,4,0,4,9,1,8,2,1,1,-,-,-
경남지방경찰청,의령,4,0,4,8,0,9,2,0,2,-,-,-,6,0,6,4,0,5,41,3,48,17,0,25,9,0,10,-,-,-,8,0,9,-,-,-,7,2,7,4,1,3,2,0,2,-,-,-,-,-,-
경남지방경찰청,창원중부,73,1,73,33,2,34,2,0,2,3,0,3,55,2,54,33,3,44,193,4,235,70,2,107,37,1,43,12,0,13,2,0,7,-,-,-,-,-,-,11,0,11,1,0,2,-,-,-,-,-,-
경남지방경찰청,마산동부,36,2,36,14,1,13,4,0,4,9,0,9,27,1,26,20,2,20,120,1,163,55,0,82,48,1,65,5,0,6,2,0,2,-,-,-,-,-,-,15,1,14,-,-,-,-,-,-,-,-,-
경남지방경찰청,창원서부,41,1,40,15,0,15,9,1,8,9,0,10,47,1,46,21,0,38,178,4,241,92,2,160,117,3,151,4,0,5,-,-,-,-,-,-,1,0,3,16,1,16,1,0,1,-,-,-,-,-,-
경남지방경찰청,김해서부,78,3,82,19,1,20,5,1,4,9,0,9,15,0,15,41,0,62,351,0,461,123,2,188,47,1,57,10,0,15,16,0,19,-,-,-,2,1,1,9,0,10,5,0,6,2,0,2,-,-,-
경남지방경찰청,6지구대,-,-,-,-,-,-,-,-,-,-,-,-,4,1,4,1,0,4,20,0,32,63,4,127,39,3,63,-,-,-,-,-,-,-,-,-,-,-,-,3,1,2,-,-,-,-,-,-,-,-,-
제주지방경찰청,제주동부,138,3,143,29,0,30,3,0,3,17,0,17,98,1,102,77,1,144,333,3,518,230,1,401,297,2,404,20,0,35,33,2,40,-,-,-,2,0,2,31,4,32,1,0,1,3,0,3,-,-,-
제주지방경찰청,서귀포,67,2,69,15,0,16,4,0,4,11,0,11,77,2,79,79,0,120,261,2,410,142,0,270,446,3,740,21,0,37,69,2,81,-,-,-,9,0,10,31,3,29,11,0,11,5,0,6,-,-,-
제주지방경찰청,제주서부,105,2,113,61,4,64,9,0,9,16,0,17,98,3,99,75,3,146,435,2,707,211,0,404,362,1,554,37,0,54,33,5,43,-,-,-,3,1,4,27,1,30,5,0,6,2,0,3,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
